time,datetime,step,global_step,loss,accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627095469.1438382,2021-07-23 22:57:49.143847,53,98,0.52,0.078,1.5,85.801,85.801,218.900,708.078,92.905
1627095556.5055525,2021-07-23 22:59:16.505562,54,100,0.52,0.117,1.5,87.361,87.361,199.400,706.621,92.905
1627095640.8556125,2021-07-23 23:00:40.855622,55,102,0.52,0.078,1.5,84.350,84.350,219.100,712.918,92.905
1627095725.767167,2021-07-23 23:02:05.767176,56,104,0.52,0.117,1.5,84.911,84.911,205.800,708.328,92.905
1627095808.820438,2021-07-23 23:03:28.820447,57,106,0.52,0.102,1.5,83.053,83.053,220.500,701.180,92.905
1627095891.754199,2021-07-23 23:04:51.754204,58,108,0.52,0.109,1.5,82.933,82.933,215.800,704.895,92.905
1627095976.3282518,2021-07-23 23:06:16.328261,59,110,0.52,0.102,1.5,84.574,84.574,208.500,708.172,92.905
1627096059.1383026,2021-07-23 23:07:39.138312,60,112,0.52,0.133,1.5,82.810,82.810,216.700,711.105,92.905
1627096142.110405,2021-07-23 23:09:02.110414,61,114,0.52,0.109,1.5,82.972,82.972,220.200,710.816,92.905
1627096225.762252,2021-07-23 23:10:25.762261,62,116,0.52,0.141,1.5,83.652,83.652,214.200,712.840,92.905
1627096306.7554111,2021-07-23 23:11:46.755422,63,118,0.52,0.117,1.6,80.993,80.993,221.700,714.215,92.905
1627096388.739496,2021-07-23 23:13:08.739505,64,120,0.52,0.094,1.6,81.984,81.984,223.300,710.969,92.905
1627096473.6450639,2021-07-23 23:14:33.645073,65,122,0.52,0.125,1.5,84.905,84.905,209.500,710.691,92.905
1627096557.0279799,2021-07-23 23:15:57.027989,66,124,0.52,0.109,1.5,83.383,83.383,216.100,709.234,92.905
1627096644.6568706,2021-07-23 23:17:24.656881,67,126,0.52,0.086,1.5,87.629,87.629,207.300,703.816,92.905
1627096729.6547613,2021-07-23 23:18:49.654771,68,128,0.52,0.078,1.5,84.998,84.998,217.700,705.465,92.905
1627096816.2754626,2021-07-23 23:20:16.275473,69,130,0.52,0.148,1.5,86.620,86.620,210.300,709.363,92.905
1627096898.63198,2021-07-23 23:21:38.631990,70,132,0.52,0.109,1.6,82.356,82.356,221.000,706.852,92.905
